COMMUNE_EQUIPEMENT,CODE_EQUIPEMENT_PERE,EQUIPEMENT_PERE,CODE_EQUIPEMENT,EQUIPEMENT,CD_TYPE_EQUIPEMENT,TYPE_EQUIPEMENT,DATE_MAJ_EQUIPEMENT,ACTIVITE_PRATIQUE,NUM_DE_RUE,ADRESSE,CODE_POSTAL,GESTIONNAIRE,PROPRIETAIRE,ACCES_PMR,NATURE_DU_SOL,TYPE_ECLAIRAGE,LONGUEUR,LARGEUR,HAUTEUR,PROFONDEUR_MIN,PROFONDEUR_MAX,NB_VEST_ARBITRES_EQUIPEMENT,NB_DOUCHES_EQUIPEMENT,NB_PLACE_TRIBUNE_EQUIPEMENT,NB_TRIBUNES_EQUIPEMENT,NB_VEST_JEUNES_EQUIPEMENT,CAPACITE_DEBOUT_EQUIPEMENT,CAPACITE_TOTAL_EQUIPEMENT,NB_UNITE_EQUIPEMENT,UNITES_EQUIPEMENT,LONGITUDE,LATITUDE
BASSENS                               ,7847,Salle et Plateau d'évolution F. Villon,5503,Terrain ou plateau d'évolution,220,"Terrain ou plateau d'évolution (stabilisé ou herbeux, diverses disciplines)",01-10-2009,,,"RUE PAUL BERT",33530,COMMUNE DE BASSENS,COMMUNE DE BASSENS,,"Synthétique","Non éclairé",72,34,,,,,,,,,,,,,-0.51100934,44.898613
BASSENS                               ,8347,Plaine des sports Griffons-Séguinaud,9416,Aire de lancer du javelot,817,"Zone de lancer du javelot",01-10-2009,,,"AVENUE DES GRIFFONS",33530,COMMUNE DE BASSENS,COMMUNE DE BASSENS,,"Synthétique","Entrainement",35,4,,,,,,,,,,,,,,
BASSENS                               ,8347,Plaine des sports Griffons-Séguinaud,9201,Zone de lancer du poids n°1,815,"Zone de lancer du poids",01-10-2009,,,"AVENUE DES GRIFFONS",33530,COMMUNE DE BASSENS,COMMUNE DE BASSENS,,"Pelouse","Non éclairé",20,15,,,,,,,,,,,,,,
BASSENS                               ,8347,Plaine des sports Griffons-Séguinaud,9202,Zone de lancer du poids n°2,815,"Zone de lancer du poids",01-10-2009,,,"AVENUE DES GRIFFONS",33530,COMMUNE DE BASSENS,COMMUNE DE BASSENS,,"Pelouse","Non éclairé",20,15,,,,,,,,,,,,,,
BASSENS                               ,8347,Plaine des sports Griffons-Séguinaud,9203,Zone de lancer du poids n°3,815,"Zone de lancer du poids",01-10-2009,,,"AVENUE DES GRIFFONS",33530,COMMUNE DE BASSENS,COMMUNE DE BASSENS,,"Pelouse","Non éclairé",20,15,,,,,,,,,,,,,,
BASSENS                               ,8344,Collège Manon Cormier,5520,Zone de lancer du poids,815,"Zone de lancer du poids",01-10-2009,,,"RUE DU 19 MARS 1962",33530,Département,Département,,"Ciment","Non éclairé",12,6,,,,,,,,,,,,,-0.50810856,44.899837
BASSANNE                              ,,,9363,Domaine Public BASSANNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BASSANNE                              ,,,9493,Maison des associations ,510,"Maison des Associations",07-08-2009,,,,33190,COMMUNE DE BASSANNE,COMMUNE DE BASSANNE,,"Parquet","Normal",,,,,,,,,,,,,,,,
BASSANNE                              ,,,3855,Salle des Fêtes,508,"Salle des fêtes",07-08-2009,,,"LE BOURG",33190,COMMUNE DE BASSANNE,COMMUNE DE BASSANNE,,"Carrelage","Entrainement",11,8,2,,,,,,,,,,,,,
BARSAC                                ,,,9033,Domaine Public BARSAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARSAC                                ,,,8710,Stade municipal,80,"Complexe Sportif",,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,,,,,,,,,,,,,,,,,,
BARSAC                                ,8710,Stade municipal,4138,Court de tennis synthétique,201,"Court de tennis",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Synthétique","Non éclairé",37,18,,,,,,,,,,,,,-0.31210577,44.606735
BARSAC                                ,8710,Stade municipal,3084,Court de tennis Terre battue 1,201,"Court de tennis",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Terre battue","Non éclairé",36,18,,,,,3,,,2,,,,,-0.31192482,44.606373
BARSAC                                ,8710,Stade municipal,3085,Court de tennis Terre battue 2,201,"Court de tennis",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Terre battue","Non éclairé",36,18,,,,,,,,,,,,,-0.31182146,44.60605
BARSAC                                ,8710,Stade municipal,3086,Court de tennis Quick,201,"Court de tennis",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Béton poreux (Quick)","Non éclairé",36,17,,,,,,,,,,,,,-0.31299087,44.605473
BARSAC                                ,3080,Ecole Primaire,10159,Skate park,420,"Equipement de proximité",11-05-2010,,,"RUE DE LA GARE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Béton poreux (Quick)",,25,10,,,,,,,,,,,,,,
BARSAC                                ,8710,Stade municipal,3079,Mur de frappe football,223,"Fronton ou mur d'entrainement tennis",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Béton","Non éclairé",10,5,2,,,,,,,,,,,,-0.31178528,44.605816
BARSAC                                ,8710,Stade municipal,3087,Fronton tennis,223,"Fronton ou mur d'entrainement tennis",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Béton","Non éclairé",20,18,2,,,,,,,,,,,,-0.3119983,44.605793
BARSAC                                ,,,8709,Maison des associations,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"PARC DE MONTALIVET",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,,,,,,,,,,,,,,,,,,
BARSAC                                ,8709,Maison des associations,3092,Maison des Associations,510,"Maison des Associations",21-09-2009,,,"PARC DE MONTALIVET",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Carrelage","Entrainement",15,7,3,,,,,,,,,,,,-0.31683937,44.608276
BARSAC                                ,8709,Maison des associations,3091,Maison des Associations,510,"Maison des Associations",21-09-2009,,,"PARC DE MONTALIVET",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Carrelage","Entrainement",17,12,3,,,,,,,,,,,,-0.31676558,44.608315
BARSAC                                ,,,9996,Maison des association,510,"Maison des Associations",28-09-2009,,,,33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,,,,,,,,,,,,,,,,,,
BARSAC                                ,,,9995,Aire de jeux,406,"Parc de loisirs",23-09-2009,,,"PARC FRANCK CASSAIGNE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Sol naturel","Non éclairé",,,,,,,,,,,,,,,,
BARSAC                                ,3080,Ecole Primaire,9756,Aire multisports,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",21-09-2009,,,"RUE DE LA GARE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Synthétique","Non éclairé",24,12,,,,,,,,,,,,,,
BARSAC                                ,,,3080,Ecole Primaire,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",21-09-2009,,,"RUE DE LA GARE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Bitumineux","Non éclairé",38,19,,,,,,,,,,,,,-0.31775412,44.60631
BARSAC                                ,8710,Stade municipal,3088,Salle d'art martiaux ,110,"Salle d'art martiaux / Dojo",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Synthétique","Entrainement",15,9,3,,,,,,,2,,,,,-0.31367785,44.60695
BARSAC                                ,,,10280,salle de gymnastique ,111,"Salle de gymnastique",21-04-2011,,,"LE BOURG",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,,,,,,,,,,,,,,,,,,
BARSAC                                ,8710,Stade municipal,3089,Salle de musculation ,112,"Salle de musculation (et salle d'haltérophilie)",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Parquet","Entrainement",7,6,3,,,,,,,,,,,,-0.31357336,44.606873
BARSAC                                ,8710,Stade municipal,3090,Salle des fêtes,508,"Salle des fêtes",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Carrelage","Entrainement",31,12,4,,,,,,,1,,,,,-0.3131272,44.607025
BARSAC                                ,8710,Stade municipal,3077,Terrain de football honneur,200,"Terrain de football",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Pelouse","Entrainement",103,60,,,,1,2,,,2,,,,,-0.31256014,44.60622
BARSAC                                ,8710,Stade municipal,3078,Terrain de football annexe,200,"Terrain de football",21-09-2009,,,"RUE DU STADE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Pelouse","Entrainement",94,34,,,,,,,,,,,,,-0.3135725,44.606052
BARSAC                                ,8053,Boulodrome,3081,Terrain de pétanque n°1,215,"Terrain de pétanque",21-09-2009,,,"PARC FRANCK CASSAIGNE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Gravier","Entrainement",56,47,,,,,,,,,,,,,-0.3177849,44.607227
BARSAC                                ,8053,Boulodrome,3082,Terrain de pétanque n°2,215,"Terrain de pétanque",21-09-2009,,,"PARC FRANCK CASSAIGNE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,"Gravier","Non éclairé",31,28,,,,,,,,,,,,,-0.3174088,44.606735
BARSAC                                ,,,8053,Boulodrome,20,"Terrain de sport et plaine de jeux",,,,"PARC FRANCK CASSAIGNE",33720,COMMUNE DE BARSAC,COMMUNE DE BARSAC,,,,,,,,,,,,,,,,,,,
BARON                                 ,,,4922,Tennis Club,201,"Court de tennis",03-09-2009,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,"Béton poreux (Quick)","Non éclairé",35,18,,,,,,,,,,,,,-0.3135909,44.821426
BARON                                 ,7751,City stade et piste,7699,Equipement de proximité,420,"Equipement de proximité",03-09-2009,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,"Synthétique","Non éclairé",19,11,,,,,,,,,,,,,-0.31314307,44.822384
BARON                                 ,,,7896,Salle Polyvalente P. Lhomme,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,,,,,,,,,,,,,,,,,,
BARON                                 ,7896,Salle Polyvalente P. Lhomme,4924,Maison des Associations,510,"Maison des Associations",03-09-2009,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,"Carrelage","Entrainement",12,7,2,,,,,,,,,,,,-0.3133548,44.821514
BARON                                 ,7751,City stade et piste,7700,Piste d'athlétisme ,810,"Piste circulaire d'athlétisme",03-09-2009,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,"Bitumineux","Non éclairé",74,1,,,,,,,,,,,2,couloirs,-0.3130568,44.82243
BARON                                 ,7896,Salle Polyvalente P. Lhomme,4923,Salle polyvalente ,500,"Salle polyvalente (sport+socioculturelle)",03-09-2009,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,"Synthétique","Entrainement",21,17,3,,,,,,,,,,,,-0.31299603,44.822216
BARON                                 ,,,4921,Boulodrome,215,"Terrain de pétanque",03-09-2009,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,"Gravier","Non éclairé",47,4,,,,,,,,,,,,,-0.31209344,44.82238
BARON                                 ,,,7751,City stade et piste,20,"Terrain de sport et plaine de jeux",,,,"LE BOURG",33750,COMMUNE DE BARON,COMMUNE DE BARON,,,,,,,,,,,,,,,,,,,
BARIE                                 ,,,8811,Stade municipal,80,"Complexe Sportif",,,,"LE BOURG",33190,COMMUNE DE BARIE,COMMUNE DE BARIE,,,,,,,,,,,,,,,,,,,
BARIE                                 ,8811,Stade municipal,3861,Salle spécialisée Basket,102,"Salle spécialisée",05-11-2009,,,"LE BOURG",33190,COMMUNE DE BARIE,COMMUNE DE BARIE,,"Synthétique","Normal",34,23,8,,,1,4,100,1,4,,,,,-0.1147163,44.56987
BARIE                                 ,8811,Stade municipal,3860,Terrain de football,200,"Terrain de football",07-08-2009,,,"LE BOURG",33190,COMMUNE DE BARIE,COMMUNE DE BARIE,,"Pelouse","Entrainement",97,67,,,,,,,,,,,,,-0.11383087,44.570923
BALIZAC                               ,8197,Tennis,2945,Court de tennis,201,"Court de tennis",21-09-2009,,,"LE BOURG",33730,COMMUNE DE BALIZAC,COMMUNE DE BALIZAC,,"Béton poreux (Quick)","Non éclairé",35,17,,,,,,,,,,,,,-0.44358632,44.48612
BALIZAC                               ,8197,Tennis,2947,Fronton tennis,223,"Fronton ou mur d'entrainement tennis",21-09-2009,,,"LE BOURG",33730,Commune,Commune,,"Béton","Non éclairé",11,10,3,,,,,,,,,,,,-0.44383475,44.486057
BALIZAC                               ,,,2948,Parc de loisirs,406,"Parc de loisirs",21-09-2009,,,"LE BOURG",33730,Commune,Commune,,"Sol naturel","Non éclairé",24,20,,,,,,,,,,,,,-0.4453993,44.486683
BALIZAC                               ,,,2949,Salle des fêtes le Moulias,500,"Salle polyvalente (sport+socioculturelle)",21-09-2009,,,"LE BOURG",33730,Commune,Commune,,"Carrelage","Entrainement",15,8,3,,,,,,,,,,,,-0.4498084,44.48865
BALIZAC                               ,,,8197,Tennis,20,"Terrain de sport et plaine de jeux",,,,"LE BOURG",33730,Commune,Commune,,,,,,,,,,,,,,,,,,,
BAIGNEAUX                             ,,,8426,Salle polyvalente et plateau sportif,80,"Complexe Sportif",,,,"LE BOURG",33760,COMMUNE DE BAIGNEAUX,COMMUNE DE BAIGNEAUX,,,,,,,,,,,,,,,,,,,
BAIGNEAUX                             ,8426,Salle polyvalente et plateau sportif,6342,Plateau Sportif,420,"Equipement de proximité",01-10-2009,,,"LE BOURG",33760,COMMUNE DE BAIGNEAUX,COMMUNE DE BAIGNEAUX,,"Bitumineux","Non éclairé",31,20,,,,,,,,,,,,,-0.19649583,44.723045
BAIGNEAUX                             ,8426,Salle polyvalente et plateau sportif,6343,Salle des fêtes,508,"Salle des fêtes",01-10-2009,,,"LE BOURG",33760,COMMUNE DE BAIGNEAUX,COMMUNE DE BAIGNEAUX,,"Carrelage","Entrainement",17,13,3,,,,,,,,,,,,-0.19678137,44.72322
BAGAS                                 ,,,4047,Salle des fêtes,508,"Salle des fêtes",22-09-2009,,86,"ROUTE DU DROPT",33190,COMMUNE DE BAGAS,COMMUNE DE BAGAS,,"Carrelage","Entrainement",13,8,2,,,,,,,,,,,,,
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,9746,Club house,801,"Club house",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Carrelage","Normal",19,8,2,,,,,,,,,,,,,
AYGUEMORTE LES GRAVES                 ,,,8643,Plaine des sports,80,"Complexe Sportif",,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,,,,,,,,,,,,,,,,,,
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,3804,Court de tennis n°1,201,"Court de tennis",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Synthétique","Entrainement",36,18,,,,,2,,,2,,,,,-0.47571993,44.711403
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,3805,Court de tennis n°2,201,"Court de tennis",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Synthétique","Entrainement",36,18,,,,,,,,,,,,,-0.47542056,44.711475
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,10364,Terrain multisports,420,"Equipement de proximité",26-07-2012,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Béton","Non éclairé",24,13,,,,,,,,,,,,,,
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,3807,Salle de réunion,514,"Salle de réunion",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Carrelage","Entrainement",5,4,2,,,,,,,,,,,,,
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,3806,Salle polyvalente,500,"Salle polyvalente (sport+socioculturelle)",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Synthétique","Entrainement",23,12,7,,,,2,,,2,,,,,-0.48505986,44.701393
AYGUEMORTE LES GRAVES                 ,,,3802,Terrain de basket,204,"Terrain de basket",26-08-2009,,,"PLACE DU SOUVENIR",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Bitumineux","Non éclairé",26,14,,,,,,,,,,,,,-0.4802501,44.709633
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,3801,Mini Terrain de football,200,"Terrain de football",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Prairie","Non éclairé",90,54,,,,,,,,,,,,,-0.47457835,44.711792
AYGUEMORTE LES GRAVES                 ,8643,Plaine des sports,3803,Terrain de pétanque,215,"Terrain de pétanque",26-08-2009,,,"AVENUE DU GÉNÉRAL DE GAULLE",33640,COMMUNE D'AYGUEMORTES LES GRAVES,COMMUNE D'AYGUEMORTES LES GRAVES,,"Calcaire","Entrainement",54,62,,,,,,,,,,,,,-0.47350648,44.71181
AVENSAN                               ,,,9197,Domaine Public AVENSAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENSAN                               ,8551,Plaine des sports de Puiberon,10331,Club house / Vestiaires football,801,"Club house",14-02-2012,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Carrelage","Normal",2880,750,,,,1,3,,,2,,,,,,
AVENSAN                               ,8630,Tennis,1181,Court de tennis,201,"Court de tennis",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Béton poreux (Quick)","Compétition",36,18,,,,,1,,,1,,,,,-0.7663688,45.0369
AVENSAN                               ,8630,Tennis,1182,Court de tennis,201,"Court de tennis",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Béton poreux (Quick)","Compétition",36,18,,,,,,,,,,,,,-0.767067,45.0369
AVENSAN                               ,8630,Tennis,1183,Court de tennis,201,"Court de tennis",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Béton poreux (Quick)","Compétition",36,18,,,,,,,,,,,,,-0.76677334,45.037094
AVENSAN                               ,8630,Tennis,1184,Fronton ou mur d'entrainement tennis,223,"Fronton ou mur d'entrainement tennis",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",18,9,3,,,,,,,,,,,,-0.76587427,45.036453
AVENSAN                               ,,,8547,Salle Polyvalente,50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",,,,"PLACE ST PIERRE",33480,Commune,Commune,,,,,,,,,,,,,,,,,,,
AVENSAN                               ,8551,Plaine des sports de Puiberon,1179,Parcours VTT,416,"Parcours VTT",29-06-2009,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Gravier","Non éclairé",400,4,,,,,,,,,,,,,-0.7645004,45.037548
AVENSAN                               ,,,10210,parcours d'orientation,419,"Parcours d'orientation",14-10-2010,,,,33480,COMMUNE D'AVENSAN,COMMUNE D'AVENSAN,,"Sol naturel","Non éclairé",10200,,,,,,,,,,,,,,,
AVENSAN                               ,8551,Plaine des sports de Puiberon,1180,Piste d'athlétisme,810,"Piste circulaire d'athlétisme",29-06-2009,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Sol naturel","Non éclairé",3000,1,,,,,,,,,,,,,-0.76413107,45.0357
AVENSAN                               ,8552,Stade Municipal,1176,Skate Parc,408,"Piste de skate board, Skate Parc",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Bitumineux","Non éclairé",42,22,,,,,,,,,,,,,-0.76667094,45.037766
AVENSAN                               ,,,1185,Etang de Bronturon,424,"Plan d'eau",29-06-2009,,,"ROUTE DE LA GRAVIÈRE BLEUE",33480,Commune,Commune,,"Eau","Non éclairé",300,100,,,,,,,,,,,,,-0.760765,45.047543
AVENSAN                               ,8552,Stade Municipal,9687,aire de jeux,202,"Plateau polyvalent (surface goudronnée: hand, basket...)",05-11-2009,,,"ROUTE DU STADE",33480,COMMUNE D'AVENSAN,COMMUNE D'AVENSAN,,"Enrobé poreux",,20,10,,,,,,,,,,,,,,
AVENSAN                               ,8547,Salle Polyvalente,1224,Salle d'activités ,503,"Salle d'activités (musique par ex.)",29-06-2009,,,"PLACE ST PIERRE",33480,Commune,Commune,,"Synthétique","Entrainement",9,7,2,,,,3,,,1,,,,,,
AVENSAN                               ,8547,Salle Polyvalente,1187,Salle polyvalente,500,"Salle polyvalente (sport+socioculturelle)",29-06-2009,,,"PLACE ST PIERRE",33480,Commune,Commune,,"Carrelage","Entrainement",16,10,3,,,,,,,,,,,,-0.7611345,45.038208
AVENSAN                               ,8551,Plaine des sports de Puiberon,10329,Terrain de football d'honneur,200,"Terrain de football",14-02-2012,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Pelouse","Non éclairé",115,70,,,,1,,,,2,,,,,,
AVENSAN                               ,8551,Plaine des sports de Puiberon,10330,Terrain de football d'entrainement,200,"Terrain de football",14-02-2012,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Pelouse","Non éclairé",115,70,,,,,,,,,,,,,,
AVENSAN                               ,8551,Plaine des sports de Puiberon,1174,Terrain de football honneur,200,"Terrain de football",14-02-2012,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Pelouse","Non éclairé",96,60,,,,,,,,,,,,,-0.764719,45.036
AVENSAN                               ,8552,Stade Municipal,1173,Terrain de football honneur,200,"Terrain de football",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Pelouse","Compétition",105,61,,,,1,3,,,3,,,,,-0.7663204,45.036488
AVENSAN                               ,8552,Stade Municipal,1223,Terrain de football annexe,200,"Terrain de football",29-06-2009,,,"ROUTE DU STADE",33480,Commune,Commune,,"Pelouse","Entrainement",120,44,,,,,,,,,,,,,-0.7662328,45.037876
AVENSAN                               ,8551,Plaine des sports de Puiberon,1175,Terrain de football entrainement,200,"Terrain de football",29-06-2009,,,"ROUTE DU POTEAU",33480,Commune,Commune,,"Prairie","Non éclairé",100,56,,,,,,,,,,,,,-0.7646428,45.035545
AVENSAN                               ,8128,Boulodrome,1177,Terrain de pétanque,215,"Terrain de pétanque",29-06-2009,,,"RUE DES ANCIENS COMBATTANTS",33480,Commune,Commune,,"Sol stabilisé (cendré ou gravé)","Compétition",52,20,,,,,,,,,,,,,-0.75977534,45.038425
AVENSAN                               ,,,8128,Boulodrome,20,"Terrain de sport et plaine de jeux",,,,"RUE DES ANCIENS COMBATTANTS",33480,Commune,Commune,,,,,,,,,,,,,,,,,,,
AVENSAN                               ,,,8552,Stade Municipal,20,"Terrain de sport et plaine de jeux",,,,"ROUTE DU STADE",33480,Commune,Commune,,,,,,,,,,,,,,,,,,,
AVENSAN                               ,,,8551,Plaine des sports de Puiberon,20,"Terrain de sport et plaine de jeux",,,,"ROUTE DU POTEAU",33480,Commune,Commune,,,,,,,,,,,,,,,,,,,
AVENSAN                               ,,,8630,Tennis,20,"Terrain de sport et plaine de jeux",,,,"ROUTE DU STADE",33480,Commune,Commune,,,,,,,,,,,,,,,,,,,
AUROS                                 ,,,9106,Domaine Public AUROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUROS                                 ,,,7960,Foyer Rural,80,"Complexe Sportif",,,,"RUE DES ECOLES",33124,Commune,Commune,,,,,,,,,,,,,,,,,,,
AUROS                                 ,8812,Stade municipal,3851,Court de tennis,201,"Court de tennis",07-08-2009,,,"RUE DU STADE",33124,Commune,Commune,,"Béton poreux (Quick)","Non éclairé",36,18,,,,,,,,,,,,,-0.14825785,44.49697
AUROS                                 ,8812,Stade municipal,3850,Court de tennis,201,"Court de tennis",07-08-2009,,,"RUE DU STADE",33124,Commune,Commune,,"Béton poreux (Quick)","Entrainement",36,17,,,,,4,,,2,,,,,-0.14801964,44.496986
AUROS                                 ,7960,Foyer Rural,3854,Salle d'activités ,503,"Salle d'activités (musique par ex.)",07-08-2009,,,"RUE DES ECOLES",33124,Commune,Commune,,"Synthétique","Entrainement",10,4,2,,,,,,,,,,,,,
AUROS                                 ,7960,Foyer Rural,3853,Dojo,110,"Salle d'art martiaux / Dojo",07-08-2009,,,"RUE DES ECOLES",33124,Commune,Commune,,"Parquet","Entrainement",9,7,3,,,,4,,,2,,,,,-0.14468686,44.4961
AUROS                                 ,7960,Foyer Rural,3852,Salle des fêtes,508,"Salle des fêtes",07-08-2009,,,"RUE DES ECOLES",33124,Commune,Commune,,"Parquet","Entrainement",17,12,3,,,,,,,,,,,,-0.16043757,44.50769
AUROS                                 ,8812,Stade municipal,9822,Aire de tir à l'arc,213,"Stand de tir à l'arc agréé",07-08-2009,,,"RUE DU STADE",33124,Commune,Commune,,"Sol naturel",,,,,,,,,,,,,,,,,
AUROS                                 ,8812,Stade municipal,3847,Terrain de football,200,"Terrain de football",07-08-2009,,,"RUE DU STADE",33124,Commune,Commune,,"Pelouse","Non éclairé",100,64,,,,1,4,220,1,4,,,,,-0.14695112,44.497272
AUROS                                 ,8812,Stade municipal,3848,Terrain de football,200,"Terrain de football",07-08-2009,,,"RUE DU STADE",33124,Commune,Commune,,"Pelouse","Entrainement",68,42,,,,,,,,,,,,,-0.14795278,44.497467
AUROS                                 ,7960,Foyer Rural,3849,Terrain de pétanque,215,"Terrain de pétanque",07-08-2009,,,"RUE DES ECOLES",33124,Commune,Commune,,"Calcaire","Entrainement",23,19,,,,,,,,,,,,,-0.14511503,44.496117
AUROS                                 ,,,8812,Stade municipal,20,"Terrain de sport et plaine de jeux",,,,"RUE DU STADE",33124,Commune,Commune,,,,,,,,,,,,,,,,,,,
AURIOLLES                             ,,,7928,Salle André  Bourges (inutilisé),50,"Locaux socio-éducatifs (+ salle d'activités socioculturelles, salle polyvalente, salle des fêtes)",28-09-2009,,,"LE BOURG",33790,COMMUNE D'AURIOLLES,COMMUNE D'AURIOLLES,,"Carrelage",,,,,,,,,,,,,,,,,
AURIOLLES                             ,7928,Salle André  Bourges (inutilisé),4536,Salle annexe a la salle des fêtes,508,"Salle des fêtes",28-09-2009,,,,33790,COMMUNE D'AURIOLLES,COMMUNE D'AURIOLLES,,"Synthétique","Entrainement",8,5,3,,,,,,,,,,,,0.0542472,44.73837
AURIOLLES                             ,7928,Salle André  Bourges (inutilisé),4537,Salle des fêtes,508,"Salle des fêtes",28-09-2009,,,,33790,COMMUNE D'AURIOLLES,COMMUNE D'AURIOLLES,,"Béton","Entrainement",11,7,4,,,,,,,,,,,,0.05430169,44.738274
