#,$id,broader_concept,Titre du du niveau,Commentaire (description) du titre du niveau,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,libellé alternatif,
lang,,,fr,fr,fr,fr,fr,fr,fr,fr,
url,skos:Concept,skos:broader,skos:prefLabel,skos:definition,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,skos:altLabel,
type,,url,string,string,string,string,string,string,string,string,
,#1-3-67,#1-3,Lisey,Lieu-dit non habité,"Audenge (Gironde, France) -- Lisey",PAIE_NAT0000000050695986,,"44,7103241350001, -0,999107979999906",,,
,#1-3-68,#1-3,Le Dort,Lieu-dit non habité,"Audenge (Gironde, France) -- Le Dort",PAIE_NAT0000000337473938,,"44,732819191, -0,885388918999922",,,
,#1-3-69,#1-3,Lande des Agassats,Bois,"Audenge (Gironde, France) -- Lande des Agassats",PAIE_NAT0000000050695877,,"44,752534891, -0,880106454999918",,,
,#1-3-7,#1-3,Le Port,Lieu-dit habité,"Audenge (Gironde, France) -- Le Port",PAIHABIT0000000050822157,,"44,6779255800001, -1,02189527599995",,,
,#1-3-70,#1-3,Bois de Lubec,Bois,"Audenge (Gironde, France) -- Bois de Lubec",PAIE_NAT0000000050695981,,"44,7267429140001, -0,917276586999947",,,
,#1-3-71,#1-3,Bois de Péchicard,Bois,"Audenge (Gironde, France) -- Bois de Péchicard",PAIE_NAT0000000050696075,,"44,7098519320001, -0,891389605999962",,,
,#1-3-8,#1-3,Parc Aux Vaches,Lieu-dit habité,"Audenge (Gironde, France) -- Parc Aux Vaches",PAIHABIT0000000050820762,,"44,7147909050001, -0,992215580999925",,,
,#1-3-9,#1-3,Nigné,Lieu-dit habité,"Audenge (Gironde, France) -- Nigné",PAIHABIT0000000050820749,,"44,716103091, -0,871524436999948",,,
,#1-4,#1,Biganos,Commune,"Biganos (Gironde, France)",COMMUNE00000000000032831,33051,"44.64417, -0.97833",33380,6448412,
,#1-4-1,#1-4,Collège Jean Zay,Bâtiment,"Biganos (Gironde, France) -- Collège Jean Zay",S0113,,"44.639701, -0.963835",,,
,#1-4-10,#1-4,Moulin des Trougnes,Lieu-dit habité,"Biganos (Gironde, France) -- Moulin des Trougnes",PAIHABIT0000000050822837,,"44,6458153, -0,925881882999931",,,
,#1-4-11,#1-4,Le Marais de Mesple,Lieu-dit habité,"Biganos (Gironde, France) -- Le Marais de Mesple",PAIHABIT0000000050822146,,"44,675301689, -0,973595605999947",,,
,#1-4-12,#1-4,Le Pujeau du Tort,Lieu-dit habité,"Biganos (Gironde, France) -- Le Pujeau du Tort",PAIHABIT0000000050821449,,"44,687586529, -0,925147613999911",,,
,#1-4-13,#1-4,Comprian,Lieu-dit habité,"Biganos (Gironde, France) -- Comprian",PAIHABIT0000000050822153,,"44,6565394030001, -1,00556866399995",,,
,#1-4-14,#1-4,Les Argentières,Lieu-dit habité,"Biganos (Gironde, France) -- Les Argentières",PAIHABIT0000000050822141,,"44,665418882, -0,907964270999912",,,
,#1-4-15,#1-4,Vigneau,Lieu-dit habité,"Biganos (Gironde, France) -- Vigneau",PAIHABIT0000000050822149,,"44,662657412, -0,997949290999941",,,
,#1-4-16,#1-4,Ninèche,Lieu-dit habité,"Biganos (Gironde, France) -- Ninèche",PAIHABIT0000000050822838,,"44,650210793, -0,940639043999909",,,
,#1-4-17,#1-4,Le Tronc,Lieu-dit habité,"Biganos (Gironde, France) -- Le Tronc",PAIHABIT0000000050822148,,"44,6662390910001, -0,997392679999962",,,
,#1-4-18,#1-4,Cameleyre,Lieu-dit habité,"Biganos (Gironde, France) -- Cameleyre",PAIHABIT0000000050822843,,"44,6468483780001, -0,948020219999933",,,
,#1-4-19,#1-4,Taudin,Lieu-dit habité,"Biganos (Gironde, France) -- Taudin",PAIHABIT0000000050822143,,"44,6779087800001, -0,92607221499992",,,
,#1-4-2,#1-4,Gendarmerie,Bâtiment,"Biganos (Gironde, France) -- Gendarmerie",S0122,,"44.636565, -0.971042",,,
,#1-4-20,#1-4,Les Tuileries,Lieu-dit habité,"Biganos (Gironde, France) -- Les Tuileries",PAIHABIT0000000050822145,,"44,665953066, -0,955170124999938",,,
,#1-4-21,#1-4,Pradet,Lieu-dit habité,"Biganos (Gironde, France) -- Pradet",PAIHABIT0000000050822140,,"44,6588816670001, -0,906828625999935",,,
,#1-4-22,#1-4,Tagon,Lieu-dit habité,"Biganos (Gironde, France) -- Tagon",PAIHABIT0000000050822147,,"44,6550355360001, -0,990723681999952",,,
,#1-4-23,#1-4,Les Gestets,Lieu-dit habité,"Biganos (Gironde, France) -- Les Gestets",PAIHABIT0000000050822138,,"44,6764670600001, -0,894399092999947",,,
,#1-4-24,#1-4,Canauley,Lieu-dit habité,"Biganos (Gironde, France) -- Canauley",PAIHABIT0000000050822144,,"44,6576882810001, -0,918262108999954",,,
,#1-4-25,#1-4,Pont Neau,Lieu-dit habité,"Biganos (Gironde, France) -- Pont Neau",PAIHABIT0000000050822848,,"44,6311648280001, -0,961649996999938",,,
,#1-4-26,#1-4,Le Bourg,Quartier,"Biganos (Gironde, France) -- Le Bourg",PAIHABIT0000000050822861,,"44,6458457860001, -0,982420693999927",,,
,#1-4-27,#1-4,Mondon,Quartier,"Biganos (Gironde, France) -- Mondon",PAIHABIT0000000050822850,,"44,64421286, -0,963427589999924",,,
,#1-4-28,#1-4,Cité Laroche,Quartier,"Biganos (Gironde, France) -- Cité Laroche",PAIHABIT0000000050822846,,"44,6361714400001, -0,965789432999941",,,
,#1-4-29,#1-4,Saint-Gervais,Quartier,"Biganos (Gironde, France) -- Saint-Gervais",PAIHABIT0000000050822857,,"44,6480546930001, -0,993550032999906",,,
,#1-4-3,#1-4,Antenne sociale,Bâtiment,"Biganos (Gironde, France) -- Antenne sociale",S0621,,"44.642335, -0.976279",,,
,#1-4-30,#1-4,Marache,Quartier,"Biganos (Gironde, France) -- Marache",PAIHABIT0000000050822858,,"44,6493689500001, -0,982833980999942",,,
,#1-4-31,#1-4,Les Gaillards,Quartier,"Biganos (Gironde, France) -- Les Gaillards",PAIHABIT0000000050822863,,"44,6469525240001, -0,990697705999935",,,
,#1-4-32,#1-4,Calvin,Quartier,"Biganos (Gironde, France) -- Calvin",PAIHABIT0000000050822854,,"44,6377390210001, -0,978626943999927",,,
,#1-4-33,#1-4,Les Jaugots,Quartier,"Biganos (Gironde, France) -- Les Jaugots",PAIHABIT0000000050822847,,"44,6459094050001, -0,969452469999908",,,
,#1-4-34,#1-4,Le Pujeau,Quartier,"Biganos (Gironde, France) -- Le Pujeau",PAIHABIT0000000050822856,,"44,649746458, -0,985239731999911",,,
,#1-4-35,#1-4,Bernos,Quartier,"Biganos (Gironde, France) -- Bernos",PAIHABIT0000000050822860,,"44,6416328290001, -0,980837519999909",,,
,#1-4-36,#1-4,Facture,Quartier,"Biganos (Gironde, France) -- Facture",PAIHABIT0000000050822851,,"44,6372675380001, -0,965563604999943",,,
,#1-4-37,#1-4,L'Agneau,Quartier,"Biganos (Gironde, France) -- L'agneau",PAIHABIT0000000050822862,,"44,6332714220001, -0,979308714999945",,,
,#1-4-38,#1-4,Le Lac Vert,Quartier,"Biganos (Gironde, France) -- Le Lac Vert",PAIHABIT0000000050822840,,"44,6505879800001, -0,955717503999949",,,
,#1-4-39,#1-4,Les Cigales,Quartier,"Biganos (Gironde, France) -- Les Cigales",PAIHABIT0000000050822852,,"44,6462132120001, -0,965333570999917",,,
,#1-4-4,#1-4,Défense de la forêt contre les incendies,Bâtiment,"Biganos (Gironde, France) -- Défense de la forêt contre les incendies",S0742,,"44.646586, -0.983793",,,
,#1-4-40,#1-4,Moulin de La Cassadotte,Moulin,"Biganos (Gironde, France) -- Moulin de La Cassadotte",PAIHABIT0000000050822839,,"44,639413576, -0,941685302999929",,,
,#1-4-41,#1-4,Le Castera,Ruines,"Biganos (Gironde, France) -- Le Castera",PAIHABIT0000000050822855,,"44,6303821110001, -0,989739799999938",,,
,#1-4-42,#1-4,Massan,Lieu-dit non habité,"Biganos (Gironde, France) -- Massan",PAIE_NAT0000000050696201,,"44,6635586080001, -1,00592402199993",,,
,#1-4-43,#1-4,Le Brau,Lieu-dit non habité,"Biganos (Gironde, France) -- Le Brau",PAIE_NAT0000000050696328,,"44,649679269, -0,997857645999943",,,
,#1-4-44,#1-4,Aiguemorte,Lieu-dit non habité,"Biganos (Gironde, France) -- Aiguemorte",PAIE_NAT0000000050696195,,"44,6797606530001, -0,944045649999907",,,
,#1-4-45,#1-4,Les Culets,Lieu-dit non habité,"Biganos (Gironde, France) -- Les Culets",PAIE_NAT0000000050696336,,"44,6410452120001, -0,999084422999943",,,
,#1-4-46,#1-4,Mongrand,Lieu-dit non habité,"Biganos (Gironde, France) -- Mongrand",PAIE_NAT0000000050696193,,"44,6533877970001, -0,95362466499995",,,
,#1-4-47,#1-4,Martichan,Lieu-dit non habité,"Biganos (Gironde, France) -- Martichan",PAIE_NAT0000000050696199,,"44,6636599980001, -0,987136466999914",,,
,#1-4-48,#1-4,Picharous,Lieu-dit non habité,"Biganos (Gironde, France) -- Picharous",PAIE_NAT0000000050696197,,"44,6726607050001, -0,962337916999957",,,
,#1-4-49,#1-4,Bétaraou,Lieu-dit non habité,"Biganos (Gironde, France) -- Bétaraou",PAIE_NAT0000000050696196,,"44,657977981, -0,965068320999933",,,
,#1-4-5,#1-4,Le Port des Tuiles,Lieu-dit habité,"Biganos (Gironde, France) -- Le Port des Tuiles",PAIHABIT0000000050822154,,"44,6570169980001, -1,00997370499994",,,
,#1-4-50,#1-4,Les Landes des Argentières,Lieu-dit non habité,"Biganos (Gironde, France) -- Les Landes des Argentières",PAIE_NAT0000000050696191,,"44,673442836, -0,913651282999922",,,
,#1-4-51,#1-4,L'Enfer,Lieu-dit non habité,"Biganos (Gironde, France) -- L'Enfer",PAIE_NAT0000000050696337,,"44,638703122, -1,00150507799992",,,
,#1-4-52,#1-4,La Houn des Pédouils,Lieu-dit non habité,"Biganos (Gironde, France) -- La Houn des Pédouils",PAIE_NAT0000000050696329,,"44,63355813, -0,986209067999937",,,
,#1-4-53,#1-4,Les Abatuts,Lieu-dit non habité,"Biganos (Gironde, France) -- Les Abatuts",PAIE_NAT0000000050696327,,"44,623411935, -0,989527710999937",,,
,#1-4-54,#1-4,Le Brau de Lyzé,Lieu-dit non habité,"Biganos (Gironde, France) -- Le Brau de Lyzé",PAIE_NAT0000000050696330,,"44,635754977, -0,993046714999934",,,
,#1-4-55,#1-4,Avril,Lieu-dit non habité,"Biganos (Gironde, France) -- Avril",PAIE_NAT0000000050696326,,"44,626734819, -0,980548557999953",,,
,#1-4-56,#1-4,Caubet,Lieu-dit non habité,"Biganos (Gironde, France) -- Caubet",PAIE_NAT0000000050696194,,"44,6710007940001, -0,953410113999951",,,
,#1-4-57,#1-4,Testaudenge,Lieu-dit non habité,"Biganos (Gironde, France) -- Testaudenge",PAIE_NAT0000000215054365,,"44,6922900910001, -0,914946764999911",,,
,#1-4-58,#1-4,La Chicane,Bois,"Biganos (Gironde, France) -- La Chicane",PAIE_NAT0000000050696189,,"44,6616715370001, -0,893053771999917",,,
,#1-4-59,#1-4,Les Prés des Pins,Bois,"Biganos (Gironde, France) -- Les Prés des Pins",PAIE_NAT0000000050696187,,"44,6645400130001, -0,892865612999913",,,
,#1-4-6,#1-4,La Forestière,Lieu-dit habité,"Biganos (Gironde, France) -- La Forestière",PAIHABIT0000000050822849,,"44,634392742, -0,965394061999916",,,
,#1-4-60,#1-4,La Ramounouse,Bois,"Biganos (Gironde, France) -- La Ramounouse",PAIE_NAT0000000050696183,,"44,6683401270001, -0,88728268899996",,,
,#1-4-61,#1-4,Bois de Lamothe,Bois,"Biganos (Gironde, France) -- Bois de Lamothe",PAIE_NAT0000000050696325,,"44,629244445, -0,994033153999908",,,
,#1-4-62,#1-4,Tartas,Bois,"Biganos (Gironde, France) -- Tartas",PAIE_NAT0000000050696184,,"44,658345845, -0,890150327999947",,,
,#1-4-63,#1-4,Matoucat,Bois,"Biganos (Gironde, France) -- Matoucat",PAIE_NAT0000000050696188,,"44,683295489, -0,887134191999962",,,
,#1-4-64,#1-4,Le Marache,Camping,"Biganos (Gironde, France) -- Le Marache",PAICULOI0000000050700784,,"44,6516854210001, -0,978834325999912",,,
,#1-4-7,#1-4,Quartier Bas,Lieu-dit habité,"Biganos (Gironde, France) -- Quartier Bas",PAIHABIT0000000050822142,,"44,6552678950001, -0,906960561999938",,,
,#1-4-8,#1-4,La Moulasse,Lieu-dit habité,"Biganos (Gironde, France) -- La Moulasse",PAIHABIT0000000050822834,,"44,651344248, -0,897743136999907",,,
,#1-4-9,#1-4,Capsus,Lieu-dit habité,"Biganos (Gironde, France) -- Capsus",PAIHABIT0000000050822859,,"44,6372739920001, -0,984803006999925",,,
,#1-5,#1,Lanton,Commune,"Lanton (Gironde, France)",COMMUNE00000000000034124,33229,"44.70389, -1.03528",33138,6432268,
,#1-5-1,#1-5,Centre routier départemental-Siege,Bâtiment,"Lanton (Gironde, France) -- Centre routier départemental-Siege",S1715,,"44.710021, -1.025222",,,
,#1-5-10,#1-5,Le Quinzième,Lieu-dit habité,"Lanton (Gironde, France) -- Le Quinzième",PAIHABIT0000000050817394,,"44,8066967870001, -0,947713303999933",,,
,#1-5-11,#1-5,La Mignonne,Lieu-dit habité,"Lanton (Gironde, France) -- La Mignonne",PAIHABIT0000000050819726,,"44,7586384530001, -0,896401390999927",,,
,#1-5-12,#1-5,Bienfait,Lieu-dit habité,"Lanton (Gironde, France) -- Bienfait",PAIHABIT0000000050819731,,"44,7475379330001, -0,939113359999908",,,
,#1-5-13,#1-5,Birot,Lieu-dit habité,"Lanton (Gironde, France) -- Birot",PAIHABIT0000000050819734,,"44,7625195900001, -0,949946308999927",,,
,#1-5-14,#1-5,Les Chalets,Lieu-dit habité,"Lanton (Gironde, France) -- Les Chalets",PAIHABIT0000000050818594,,"44,7777365690001, -1,01919226599995",,,
,#1-5-15,#1-5,Le Moulin,Lieu-dit habité,"Lanton (Gironde, France) -- Le Moulin",PAIHABIT0000000050821468,,"44,7002061300001, -1,02632408499994",,,
,#1-5-16,#1-5,Jossaume,Lieu-dit habité,"Lanton (Gironde, France) -- Jossaume",PAIHABIT0000000050819733,,"44,7588646420001, -0,946927579999908",,,
,#1-5-17,#1-5,La Haouteyre,Lieu-dit habité,"Lanton (Gironde, France) -- La Haouteyre",PAIHABIT0000000050819735,,"44,7458040710001, -1,01741682499994",,,
,#1-5-18,#1-5,La Ferme,Lieu-dit habité,"Lanton (Gironde, France) -- La Ferme",PAIHABIT0000000050820770,,"44,7244155990001, -1,06467560199991",,,
,#1-5-19,#1-5,Les Bruyères,Lieu-dit habité,"Lanton (Gironde, France) -- Les Bruyères",PAIHABIT0000000050820765,,"44,727766145, -1,04060759099991",,,
,#1-5-2,#1-5,Pôle territorial,Bâtiment,"Lanton (Gironde, France) -- Pôle territorial",S1759,,"44.704896, -1.033857",,,
,#1-5-20,#1-5,Les Dorats,Lieu-dit habité,"Lanton (Gironde, France) -- Les Dorats",PAIHABIT0000000050817397,,"44,8028787100001, -1,01479693499994",,,
,#1-5-21,#1-5,Arteau,Lieu-dit habité,"Lanton (Gironde, France) -- Arteau",PAIHABIT0000000050820764,,"44,7111899480001, -1,03719711799994",,,
,#1-5-22,#1-5,Clos de La Bourdaine,Lieu-dit habité,"Lanton (Gironde, France) -- Clos de La Bourdaine",PAIHABIT0000000338787259,,"44,7138102480001, -1,04142697199995",,,
,#1-5-23,#1-5,La Bucherie,Lieu-dit habité,"Lanton (Gironde, France) -- La Bucherie",PAIHABIT0000000338787258,,"44,784649867, -0,925804589999927",,,
,#1-5-24,#1-5,Blagon,Quartier,"Lanton (Gironde, France) -- Blagon",PAIHABIT0000000050818589,,"44,7846463390001, -0,936015180999959",,,
,#1-5-25,#1-5,Le Renet,Quartier,"Lanton (Gironde, France) -- Le Renet",PAIHABIT0000000050820771,,"44,7114914630001, -1,05082408699991",,,
,#1-5-26,#1-5,Les Landes de Mouchon,Quartier,"Lanton (Gironde, France) -- Les Landes de Mouchon",PAIHABIT0000000227817559,,"44,7316997450001, -1,04947470099995",,,
,#1-5-27,#1-5,Le Port de Taussat,Quartier,"Lanton (Gironde, France) -- Le Port de Taussat",PAIHABIT0000000050820777,,"44,7165937560001, -1,06927647599991",,,
,#1-5-28,#1-5,Le Port de Cassy,Quartier,"Lanton (Gironde, France) -- Le Port de Cassy",PAIHABIT0000000050820772,,"44,710708981, -1,05458939299996",,,
,#1-5-29,#1-5,Les Petits Oiseaux,Quartier,"Lanton (Gironde, France) -- Les Petits Oiseaux",PAIHABIT0000000050821469,,"44,705820374, -1,02791027899991",,,
,#1-5-3,#1-5,Elzide I et Ii,Lieu-dit habité,"Lanton (Gironde, France) -- Elzide I et Ii",PAIHABIT0000000050821471,,"44,7080330600001, -1,04001078899995",,,
,#1-5-30,#1-5,La Pinasse,Quartier,"Lanton (Gironde, France) -- La Pinasse",PAIHABIT0000000225832715,,"44,723727275, -1,04936982899994",,,
,#1-5-31,#1-5,Lénan,Quartier,"Lanton (Gironde, France) -- Lénan",PAIHABIT0000000050821470,,"44,7067173410001, -1,03330386799996",,,
,#1-5-32,#1-5,Marsalat,Quartier,"Lanton (Gironde, France) -- Marsalat",PAIHABIT0000000050821472,,"44,7049288210001, -1,03938212899993",,,
,#1-5-33,#1-5,Mer et Soleil,Quartier,"Lanton (Gironde, France) -- Mer et Soleil",PAIHABIT0000000050820774,,"44,7211486860001, -1,05909855799996",,,
,#1-5-34,#1-5,Le Roumingue,Quartier,"Lanton (Gironde, France) -- Le Roumingue",PAIHABIT0000000050821476,,"44,7045126790001, -1,04376502499991",,,
,#1-5-35,#1-5,Les Fougères,Quartier,"Lanton (Gironde, France) -- Les Fougères",PAIHABIT0000000050820768,,"44,7177779510001, -1,05511789499991",,,
,#1-5-36,#1-5,Les Fontaines,Quartier,"Lanton (Gironde, France) -- Les Fontaines",PAIHABIT0000000050820776,,"44,7246714810001, -1,07269722499996",,,
,#1-5-37,#1-5,La Chapelle,Quartier,"Lanton (Gironde, France) -- La Chapelle",PAIHABIT0000000050820778,,"44,7195849220001, -1,07241238099994",,,
,#1-5-38,#1-5,Les Vents de Mer,Quartier,"Lanton (Gironde, France) -- Les Vents de Mer",PAIHABIT0000000050818590,,"44,7770084890001, -0,927050170999962",,,
,#1-5-39,#1-5,L'orée du Bois,Quartier,"Lanton (Gironde, France) -- L'orée du Bois",PAIHABIT0000000050820766,,"44,7120873440001, -1,04372669599991",,,
,#1-5-4,#1-5,La Huillarde,Lieu-dit habité,"Lanton (Gironde, France) -- La Huillarde",PAIHABIT0000000050819727,,"44,7584891060001, -0,901180858999908",,,
,#1-5-40,#1-5,Cassy,Quartier,"Lanton (Gironde, France) -- Cassy",PAIHABIT0000000050820769,,"44,715784167, -1,04765005799993",,,
,#1-5-41,#1-5,Le Braou,Quartier,"Lanton (Gironde, France) -- Le Braou",PAIHABIT0000000050821473,,"44,7012829760001, -1,03879808499994",,,
,#1-5-42,#1-5,Taussat,Quartier,"Lanton (Gironde, France) -- Taussat",PAIHABIT0000000050820773,,"44,7198825330001, -1,06365513499992",,,
,#1-5-43,#1-5,Loge,Ruines,"Lanton (Gironde, France) -- Loge",PAIHABIT0000000050818593,,"44,7936644210001, -1,01495247699995",,,
,#1-5-44,#1-5,La Barre,Ruines,"Lanton (Gironde, France) -- La Barre",PAIHABIT0000000050816394,,"44,8436941020001, -0,89684342299995",,,
,#1-5-45,#1-5,Blagon,Lieu-dit non habité,"Lanton (Gironde, France) -- Blagon",PAIE_NAT0000000050695786,,"44,7777306280001, -0,896774730999937",,,
,#1-5-46,#1-5,Lagune des Terres,Lieu-dit non habité,"Lanton (Gironde, France) -- Lagune des Terres",PAIE_NAT0000000312691558,,"44,7596665880001, -1,00323716799994",,,
,#1-5-47,#1-5,Lagune de La Haouteyre,Lieu-dit non habité,"Lanton (Gironde, France) -- Lagune de La Haouteyre",PAIE_NAT0000000312691555,,"44,7513374680001, -1,01840556399992",,,
,#1-5-48,#1-5,Maisonnieu,Lieu-dit non habité,"Lanton (Gironde, France) -- Maisonnieu",PAIE_NAT0000000287248390,,"44,8168133120001, -0,992525635999925",,,
,#1-5-49,#1-5,Balem,Lieu-dit non habité,"Lanton (Gironde, France) -- Balem",PAIE_NAT0000000050695878,,"44,7520640050001, -0,935259692999921",,,
,#1-5-5,#1-5,Mouchon,Lieu-dit habité,"Lanton (Gironde, France) -- Mouchon",PAIHABIT0000000050820775,,"44,7275237060001, -1,05495056399991",,,
,#1-5-50,#1-5,La Broustere,Lieu-dit non habité,"Lanton (Gironde, France) -- La Broustere",PAIE_NAT0000000050695789,,"44,7892078990001, -0,955168338999954",,,
,#1-5-51,#1-5,Boisset,Lieu-dit non habité,"Lanton (Gironde, France) -- Boisset",PAIE_NAT0000000050696087,,"44,7033675860001, -1,02627349999995",,,
,#1-5-52,#1-5,Lande de La Barre,Lieu-dit non habité,"Lanton (Gironde, France) -- Lande de La Barre",PAIE_NAT0000000050695712,,"44,8177913790001, -0,909548410999946",,,
,#1-5-53,#1-5,Puch d'Espinous,Lieu-dit non habité,"Lanton (Gironde, France) -- Puch d'Espinous",PAIE_NAT0000000050695888,,"44,7443412550001, -1,03233579799991",,,
,#1-5-54,#1-5,Le Rond-Point,Lieu-dit non habité,"Lanton (Gironde, France) -- Le Rond-Point",PAIE_NAT0000000050695714,,"44,800299361, -0,929092459999936",,,
,#1-5-55,#1-5,Monplaisir,Lieu-dit non habité,"Lanton (Gironde, France) -- Monplaisir",PAIE_NAT0000000050695884,,"44,7494300490001, -0,991964370999938",,,
,#1-5-56,#1-5,Le Potager de Cassy,Lieu-dit non habité,"Lanton (Gironde, France) -- Le Potager de Cassy",PAIE_NAT0000000050695885,,"44,758423727, -1,01453443299994",,,
,#1-5-57,#1-5,Domaine de Calvin,Lieu-dit non habité,"Lanton (Gironde, France) -- Domaine de Calvin",PAIE_NAT0000000050695716,,"44,8018730830001, -0,958227809999926",,,
,#1-5-58,#1-5,Les Landes de Mouchon,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Landes de Mouchon",PAIE_NAT0000000050695890,,"44,7382338500001, -1,04626593899991",,,
,#1-5-59,#1-5,Galben,Lieu-dit non habité,"Lanton (Gironde, France) -- Galben",PAIE_NAT0000000050695889,,"44,7639718240001, -1,04185772799991",,,
,#1-5-6,#1-5,Mautemps,Lieu-dit habité,"Lanton (Gironde, France) -- Mautemps",PAIHABIT0000000050818592,,"44,7939358310001, -0,979467706999912",,,
,#1-5-60,#1-5,Les Landes de Laperche,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Landes de Laperche",PAIE_NAT0000000050695886,,"44,7556804040001, -1,00911464299992",,,
,#1-5-61,#1-5,Les Carrés des Narguets,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Carrés des Narguets",PAIE_NAT0000000050695990,,"44,7354732200001, -1,01967743099993",,,
,#1-5-62,#1-5,Les Landes des Chalets,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Landes des Chalets",PAIE_NAT0000000050695791,,"44,783025776, -1,02020477299993",,,
,#1-5-63,#1-5,La Lande du Capitaine,Lieu-dit non habité,"Lanton (Gironde, France) -- La Lande du Capitaine",PAIE_NAT0000000050695880,,"44,7469757790001, -0,953771069999959",,,
,#1-5-64,#1-5,Les Carrés de La Haouteyre,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Carrés de La Haouteyre",PAIE_NAT0000000050695887,,"44,7416505910001, -1,01250714099996",,,
,#1-5-65,#1-5,Laiguilley,Lieu-dit non habité,"Lanton (Gironde, France) -- Laiguilley",PAIE_NAT0000000050695883,,"44,7401213810001, -0,963825956999926",,,
,#1-5-66,#1-5,Picrabey,Lieu-dit non habité,"Lanton (Gironde, France) -- Picrabey",PAIE_NAT0000000050695988,,"44,7186781520001, -1,01247164699993",,,
,#1-5-67,#1-5,Les Landes des Nargues,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Landes des Nargues",PAIE_NAT0000000050695790,,"44,7739618210001, -0,970410661999949",,,
,#1-5-68,#1-5,Les Nargues,Lieu-dit non habité,"Lanton (Gironde, France) -- Les Nargues",PAIE_NAT0000000337473937,,"44,776065799, -0,965377986999954",,,
,#1-5-69,#1-5,Bois du Casse,Bois,"Lanton (Gironde, France) -- Bois du Casse",PAIE_NAT0000000050695881,,"44,7590280800001, -0,966748266999957",,,
,#1-5-7,#1-5,Les Escoliers,Lieu-dit habité,"Lanton (Gironde, France) -- Les Escoliers",PAIHABIT0000000050820767,,"44,7164890540001, -1,03199805099996",,,
,#1-5-70,#1-5,La Lande de Galaben,Bois,"Lanton (Gironde, France) -- La Lande de Galaben",PAIE_NAT0000000050695715,,"44,8256005210001, -0,962536537999938",,,
,#1-5-71,#1-5,La Lande de Courtieu Long et des Garines,Bois,"Lanton (Gironde, France) -- La Lande de Courtieu Long et des Garines",PAIE_NAT0000000050695591,,"44,8300434720001, -0,937268521999954",,,
,#1-5-72,#1-5,Au Pin,Bois,"Lanton (Gironde, France) -- Au Pin",PAIE_NAT0000000050695983,,"44,723290993, -0,998971591999919",,,
,#1-5-73,#1-5,La Barre,Bois,"Lanton (Gironde, France) -- La Barre",PAIE_NAT0000000050695785,,"44,7935960350001, -0,901190662999909",,,
,#1-5-74,#1-5,La Lagune Plane,Bois,"Lanton (Gironde, France) -- La Lagune Plane",PAIE_NAT0000000050695589,,"44,8343567320001, -0,914078193999956",,,
,#1-5-75,#1-5,Lande des Escoliers,Bois,"Lanton (Gironde, France) -- Lande des Escoliers",PAIE_NAT0000000050695993,,"44,7216611460001, -1,02859704399992",,,
,#1-5-76,#1-5,Domaine de La Barre,Bois,"Lanton (Gironde, France) -- Domaine de La Barre",PAIE_NAT0000000050695587,,"44,8374619020001, -0,897861425999906",,,
,#1-5-77,#1-5,Chatot,Bois,"Lanton (Gironde, France) -- Chatot",PAIE_NAT0000000050695991,,"44,7219498110001, -1,04270598699992",,,
,#1-5-78,#1-5,Bois Benenit,Bois,"Lanton (Gironde, France) -- Bois Benenit",PAIE_NAT0000000050695882,,"44,7666446640001, -0,98113544399996",,,
,#1-5-79,#1-5,La Lande de La Barre,Bois,"Lanton (Gironde, France) -- La Lande de La Barre",PAIE_NAT0000000050695713,,"44,8241789460001, -0,923428335999915",,,
,#1-5-8,#1-5,Les Narguets,Lieu-dit habité,"Lanton (Gironde, France) -- Les Narguets",PAIHABIT0000000050820763,,"44,7281870520001, -1,01651375599994",,,
,#1-5-80,#1-5,Pichot,Bois,"Lanton (Gironde, France) -- Pichot",PAIE_NAT0000000050695992,,"44,7157948070001, -1,03645168999992",,,
,#1-5-81,#1-5,Domaine de Maisonnieu,Bois,"Lanton (Gironde, France) -- Domaine de Maisonnieu",PAIE_NAT0000000050695717,,"44,8215124290001, -0,997636246999946",,,
,#1-5-82,#1-5,Bois de L'église,Bois,"Lanton (Gironde, France) -- Bois de L'église",PAIE_NAT0000000050695984,,"44,7309618510001, -0,999858483999958",,,
,#1-5-83,#1-5,Le Pas Simonet,Bois,"Lanton (Gironde, France) -- Le Pas Simonet",PAIE_NAT0000000050695989,,"44,710257948, -1,01877210199996",,,
,#1-5-84,#1-5,Bassoulant,Bois,"Lanton (Gironde, France) -- Bassoulant",PAIE_NAT0000000050695987,,"44,7138288120001, -1,02271117699991",,,
,#1-5-85,#1-5,Coq Hardi,Camping,"Lanton (Gironde, France) -- Coq Hardi",PAICULOI0000000050700778,,"44,7124588950001, -1,06119724499996",,,
,#1-5-9,#1-5,La Courbe,Lieu-dit habité,"Lanton (Gironde, France) -- La Courbe",PAIHABIT0000000050819728,,"44,7527358190001, -0,916184494999925",,,
